107	105655
107	143160
107	150617
107	150624
108	175980
109	108460
110	29295
111	11097
111	115547
112	668
113	39516
113	84453
113	141392
114	5581
115	105655
116	139061
117	23229
117	134992
118	72918
119	166437
120	73446
121	561
122	135235
123	2973
124	91840
125	39513
126	9
126	10
126	8647
126	8648
126	13284
126	37804
126	37805
126	74633
126	74634
126	108017
126	160115
126	163166
127	158916
128	43836
129	110549
130	173590
131	88165
131	139578
132	39515
133	90283
134	53183
135	41404
136	147535
137	53271
138	4948
139	1696
140	141386
141	115145
142	1791
142	1792
143	66398
144	30198
145	122466
146	84615
147	920
148	2001
148	2002
148	2003
148	2004
148	124411
149	39512
150	163670
151	41134
151	41135
152	174935
153	31076
154	17072
155	159245
156	136337
157	139552
158	143017
159	163502
160	108464
161	79998
162	27647
163	35859
164	25630
165	24506
166	93886
167	31748
168	8248
169	163036
169	163037
169	163041
170	158587
171	67816
172	4509
174	13425
175	6483
176	115856
177	23660
178	11452
179	138407
180	107927
181	120179
182	167359
183	155149
184	55198
185	10044
185	37098
185	37107
185	42445
185	43672
185	56385
185	95268
185	108826
185	123500
185	133118
185	133119
185	176951
186	6513
186	19861
186	19862
186	20024
186	35148
186	47472
186	47474
186	47475
186	56898
186	56900
186	56901
186	56902
186	65901
186	66130
186	70699
186	72914
186	89697
186	95280
186	147946
186	154529
187	19864
188	132860
189	46248
190	89800
191	100738
192	149663
193	156499
194	14502
194	172837
194	172838
195	18908
196	18828
196	18829
196	18908
196	18909
196	18910
196	33118
196	33146
196	45996
196	48708
196	53143
196	53144
196	53145
196	53264
196	59496
196	71946
196	82123
196	82175
196	97131
196	97132
196	97133
196	97676
196	97677
196	104885
196	127816
196	131536
196	141022
196	141074
196	146090
196	146091
196	146092
196	146093
196	146094
196	148723
196	149952
196	152440
197	34300
198	52670
199	140852
200	55930
200	58700
201	62975
202	156092
203	125574
204	108858
204	138406
205	160405
206	57627
206	57628
207	128939
207	178254
208	13736
208	110285
209	50462
209	93897
209	138571
210	113611
211	6054
212	96582
213	17599
214	38727
214	38728
215	164439
216	75868
217	63708
217	147682
218	15266
218	15267
219	121804
220	96224
221	1287
221	34301
221	34303
222	14971
223	37712
224	85286
224	85287
225	134879
225	134880
226	19129
226	24747
226	24748
226	95545
226	95552
226	176367
227	36519
227	36520
228	81033
229	121645
230	17823
230	86113
231	178251
232	80233
233	126209
234	45235
235	5146
235	6251
235	9448
235	23207
235	27129
235	31380
235	32712
235	33426
235	33427
235	33432
235	37835
235	38126
235	51974
235	52934
235	58997
235	65927
235	65930
235	65953
235	65954
235	66025
235	66042
235	66043
235	66044
235	66045
235	66048
235	66049
235	66071
235	66074
235	66091
235	66092
235	66093
235	66094
235	66095
235	81192
235	82311
235	84030
235	84708
235	94294
235	97622
235	100421
235	103724
235	107056
235	108556
235	118543
235	124795
235	132971
235	137411
235	137999
235	138000
235	138001
235	138579
235	143000
235	143001
235	143002
235	143003
235	143004
235	143005
235	143720
235	146683
235	150599
235	151929
235	154007
235	156166
235	157510
235	166994
235	171845
235	175480
235	176051
236	7586
237	19543
238	117825
239	35945
239	89721
240	171625
241	44578
242	136149
243	1557
244	86958
245	40389
245	40390
245	77331
245	89450
245	112179
245	125382
245	159070
246	165002
247	166451
248	137204
248	160311
249	4878
250	58040
250	80219
250	80221
251	27665
253	25701
254	33294
255	158132
256	146979
257	1770
257	149519
257	151261
258	126049
259	45413
260	86165
261	53689
262	10483
263	55632
264	58542
265	163784
265	163785
266	78296
267	84751
268	137234
269	137235
270	167518
270	167524
270	167525
271	37389
272	106954
273	38698
274	18852
274	18853
275	24761
275	24762
275	122337
276	34561
276	141883
277	127219
278	43212
278	96508
278	96509
278	129218
279	18641
280	37926
281	35175
282	49843
283	107070
284	36751
285	21872
285	65323
286	28278
286	28279
286	28280
286	145307
287	178483
288	88450
289	156529
290	49677
291	38949
292	46076
293	155813
294	18852
294	18853
295	170872
296	32715
296	113445
297	53519
297	53520
297	149909
298	115667
299	80381
299	80382
300	154283
301	98220
302	54318
303	10353
303	10354
303	31316
303	35041
303	92531
303	92532
303	92533
303	92539
303	99125
303	99126
303	106604
303	139149
303	139151
304	76286
305	178689
306	153305
307	69862
308	23744
308	39622
308	39623
308	39624
308	39625
308	39626
308	39631
308	53640
308	53641
308	53642
308	64561
308	64562
308	64567
308	66259
308	94791
308	94800
308	109654
308	126600
308	147995
308	163202
308	163203
309	79923
309	79925
309	79926
309	178361
309	178362
310	170873
311	16684
312	11424
313	59641
313	59642
313	139930
313	139931
313	139945
314	8861
314	119494
315	57428
315	57429
315	136411
315	165783
316	31124
317	2190
318	37798
318	37799
318	41399
318	41400
318	47899
318	47900
318	92619
318	92620
318	92664
318	168167
320	5020
320	18536
321	13671
321	20300
321	49739
321	54525
321	54526
321	170086
322	58451
322	58452
323	178879
324	111169
325	116792
325	145201
325	145202
326	78963
326	78964
327	63287
327	147629
328	21593
329	69736
329	169215
330	1744
330	6963
331	1744
331	6969
331	30496
332	4565
332	28805
332	28806
332	28807
332	32318
332	32319
332	32320
332	100962
332	125943
332	137437
332	138176
332	159670
332	159671
332	161743
332	173361
333	6970
333	68748
334	1744
334	13784
334	109797
334	113703
334	131064
335	128908
336	73414
336	74930
337	109795
338	117743
338	117744
